date,headline
2018-08-10,"Locust Wood Capital Advisers, Llc Buys Praxair Inc, Abbott Laboratories, Microsoft Corp, Sells ..."
2018-08-14,Microsoft & 3 Other Computer Software Stocks to Snap Up Now
2018-08-14,"Duquesne Capital Management, LLC Buys Facebook Inc, Gilead Sciences Inc, Microsoft Corp, Sells ..."
2018-08-14,"The Zacks Analyst Blog Highlights: Microsoft, Apple, Mellanox, Vishay and Cypress"
2018-08-15,"Smith & Howard Wealth Management, LLC Buys iShares Core MSCI EAFE, Microsoft Corp, Apple ..."
2018-08-16,"Michael Kors, JetBlue, Walmart, Microsoft, Amazon and Tesla highlighted as Zacks Bull and Bear of the Day"
2018-08-22,Microsoft Fortifies Democracy Program With AccountGuard
2018-08-28,"The Zacks Analyst Blog Highlights: Microsoft, Alphabet, Bank of America, 3M and Suncor"
2018-08-28,"Trump vs. Google, and Why Microsoft Is a Strong Buy Stock | Free Lunch"
2018-08-29,Microsoft: A Better Buy Now Than LogMeIn? Or Other Software Stocks?
2018-08-30,"Zacks Market Edge Highlights: Starbucks, General Electric, Microsoft, Nvidia and Weight Watchers"
2018-08-31,"The Zacks Analyst Blog Highlights: Microsoft, Avid, Huntington, Johnson Outdoors and BJ???s"
2018-09-02,Microsoft To Lead 6 Dividend Increases In September
2018-09-10,"Aristotle Atlantic Partners, LLC Buys Bio-Techne Corp, Microsoft Corp, Global Payments Inc, ..."
2018-09-14,"Microsoft, NBS to Provide Broadband Solutions in Rural Areas"
2018-09-17,Microsoft (MSFT) Adds Deep Learning AI Tools with Lobe Buyout
2018-09-19,"Top Stock Reports for Microsoft, Union Pacific & Danaher"
2018-09-19,"Royal London Asset Management Ltd Buys Microsoft Corp, Facebook Inc, Medtronic PLC, Sells ..."
2018-09-20,"The Zacks Analyst Blog Highlights: Microsoft, Union Pacific, Danaher, Travelers and Northern Trust"
2018-09-21,"Home Depot, Pfizer, Microsoft Lead Dow Jones; When To Sell Tilray"
2018-09-25,Microsoft And Partners Evolve The Modern Enterprise Desktop
2018-09-26,Arista Any Cloud Software Now Supported in Microsoft Azure
2018-09-26,Qualys Unveils Security Capabilities for Microsoft Azure
2018-10-04,"Boussard & Gavaudan Investment Management LLP Buys Twenty-First Century Fox Inc, Microsoft ..."
2018-10-05,Microsoft Strengthens Airband Initiative With Redline Tie-Up
2018-10-08,Microsoft: We See Addressable IT Spend Increasing By $2 Trillion
2018-10-09,"Wilsey Asset Management Inc Buys Microsoft Corp, US Bancorp, Costco Wholesale Corp, Sells Apple Inc"
2018-10-10,"Utilities, Defensive Stocks Buck Drop; Is It Time To Sell Microsoft Stock?"
2018-10-11,"Stock Gainers Today: Microsoft, Walgreens, Nike Lead Dow"
2018-10-16,Microsoft Is A Buy Despite The Big Run - Cramer's Lightning Round (10/15/18)
2018-10-23,"Software Stocks' Earnings on Oct 24: FFIV, CTXS & MSFT"
2018-10-23,"Tesla, Microsoft, Boeing Lead Top Stocks Reporting: Investing Action Plan"
2018-10-25,"RH, Papa John's, Tesla and Microsoft highlighted as Zacks Bull and Bear of the Day"
2018-10-25,"Dow Soars 470 Points As Apple, Microsoft Lead Stock Market Rally"
2018-10-25,Microsoft Up on Solid Q1 Results: Top-Ranked ETFs in Focus
2018-10-26,"First National Bank of Hutchinson Buys Apple Inc, Microsoft Corp, Laboratory Corp of America ..."
2018-10-26,"Dow 30 Stock Roundup: Boeing, Caterpillar, Intel, Microsoft Earnings Impress"
2018-10-26,"The Zacks Analyst Blog Highlights: Goldman, JPMorgan, Caterpillar, 3M and Microsoft"
2018-10-30,"The Zacks Analyst Blog Highlights: International Business Machines, Red Hat, Amazon and Microsoft"
2018-10-30,"Top Stock Reports for Microsoft, Alphabet, Bank of America & Wells Fargo"
2018-10-30,Xilinx gains on Microsoft chip order headlines (update)
2018-11-05,It's Time To Buy Microsoft - Cramer's Lightning Round (11/2/18)
2018-11-09,"Brandes Investment Buys Adecoagro SA, PDL BioPharma Inc, Shire PLC, Sells Microsoft Corp, ..."
2018-11-09,"67 Firms Going Ex-Dividend Next Week, Including Starbucks, Microsoft And GlaxoSmithKline"
2018-11-14,"The Zacks Analyst Blog Highlights: Microsoft, Berkshire Hathaway, Intel and Boeing"
2018-11-15,"Zacks.com featured highlights include: Dick's, Microsoft, Anthem, ArcBest and Progressive"
2018-11-16,Microsoft: Positioned To Benefit From Growing Hybrid Cloud Market
2018-11-18,"Podcast: Dell Analyst Summit, Citrix-Sapho, Nvidia Earnings, Dolby And Microsoft Headphones"
2018-11-19,"Microsoft to Buy XOXCO, Expand Conversational AI Portfolio"
2018-11-20,"Soros Fund Management LLC Buys Tribune Media Co, Microsoft Corp, iShares MSCI Emerging Index ..."
2018-11-27,"Jeff Auxier Sells Mastercard, PepsiCo, Microsoft"
2018-11-27,SolarWinds to Showcase Extended Microsoft Azure Monitoring Capabilities at SQL Server Live! ...
2018-11-28,"Caxton Associates Sells Alphabet, Microsoft"
2018-11-28,ETFs in Focus as Microsoft Races Past Apple
2018-11-28,Microsoft Back On Top — Largest Companies In The S&P 500
2018-11-28,"Dow Jones Futures: Microsoft, Buffett's Berkshire Lead 5 Top Stocks Near Buys Sharing These 3 Bullish Traits"
2018-11-29,Microsoft (MSFT) Secures Contract Worth $480M From U.S. Army
2018-11-30,"Dow 30 Stock Roundup: BA's $383M Modification Contract, MSFT's Army Contract"
2018-11-30,"The Zacks Analyst Blog Highlights: Boeing, Merck, Microsoft, UnitedHealth and American Express"
2018-12-04,"Mastercard Teams Up With Microsoft, Drives Digital Platform"
2018-12-10,"IBD Stock Of The Day: This Software Maker Does Battle With Microsoft, ServiceNow"
2018-12-11,Stock Market Struggles To Hold Early Gains; How To Analyze Microsoft Stock Chart
2018-12-12,"Dow Jones Futures: Microsoft, Adobe Lead 5 Top Stocks Near Buy Points"
2018-12-13,Dow Jones Futures: Ciena Hits Buy Zone On Earnings; Microsoft Eyes Breakout
2018-12-14,Building A Bulletproof Portfolio Around Microsoft
2018-12-17,Hedge Funds Set for Big Payoff With Microsoft
2018-12-19,Mellanox +4% on report of Microsoft acquisition interest
2018-12-20,Will Microsoft Seek To Merge With This Thriving Software Maker?
2018-12-22,"Cpcm, Llc Buys Amazon.com Inc, SPDR S&P 5……, Microsoft Corp, Sells PACCAR Inc, Omeros ..."
2018-12-24,XLK Holdings Analysis Part 1: Is Microsoft's Valuation Stretched?
2018-12-26,"The Zacks Analyst Blog Highlights: Apple, Microsoft, Mastercard, Sanofi and Dominion Energy"
2019-01-02,Microsoft (MSFT) Debuts Surface Go in India via Flipkart
2019-01-07,"Microsoft, Kroger team on connected stores"
2019-01-08,Microsoft's Acquisition Of Mellanox Would Be A Strategic Play
2019-01-08,Hill-Rom collaborates with Microsoft
2019-01-09,"Allscripts (MDRX) Collaborates With Microsoft, Shares Up"
2019-01-09,Buy Microsoft (MSFT) Stock on the Dip Amid Apple (AAPL) Uncertainty?
2019-01-09,"Dow Jones Today: Apple, Microsoft Lead Blue-Chip Rally"
2019-01-10,Hill-Rom-Microsoft Tie-Up to Widen Digital Solutions Suite
2019-01-12,"Microsoft, Visa Lead 5 Stocks Near Buys With An Unusual Chart Pattern: Here's The Stock Market Lesson"
2019-01-14,Microsoft Secures $1.76B Contract From Defense Department
2019-01-15,"Walgreens, Microsoft sign major cloud deal"
2019-01-16,Microsoft Secures $1.76B Contract from Defense Department (revised)
2019-01-16,"Microsoft, WBA Deal to Break AMZN, GOOGL Healthcare Dreams"
2019-01-18,"The Zacks Analyst Blog Highlights: Veeva, Attunity, Microsoft, Cloudera and Facebook"
2019-01-21,Microsoft: Anti-Amazon Winner
2019-01-24,FT: Microsoft Bing blocked by China
2019-01-30,"The Zacks Analyst Blog Highlights: Check Point Software Technologies, Facebook, Microsoft, PayPal and CGI"
2019-01-30,Microsoft a Must Buy Ahead of Q2 Earnings
2019-01-30,"Dow Jones Futures: Facebook, Tesla, Microsoft, Visa, ServiceNow Are Big Earnings Movers Late"
2019-01-31,"Microsoft (MSFT) Q2 Earnings Top Estimates, Revenues Up Y/Y"
2019-01-31,Here's Why Microsoft (MSFT) Stock Looks Strong After Q2 Earnings
2019-02-04,Microsoft: Anti-Amazon Paying Off
2019-02-04,"Dow Jones Today: Apple, Microsoft Lead Technology Rally; Adobe Breaks Out"
2019-02-04,"Stock Market Surges As Apple, Microsoft, FANG Stocks Score Gains"
2019-02-08,"Zacks Value Trader Highlights: IBM, Microsoft, Intel, Cisco and Apple"
2019-02-12,"Daniel Loeb Exits Alibaba, Microsoft"
2019-02-14,"The Zacks Analyst Blog Highlights: Boeing, Microsoft, Amazon, Walmart and JPMorgan"
2019-02-17,Microsoft Wants Part Of This $180-Billion Industry
2019-02-19,"51 Firms Going Ex-Dividend Next Week, Including Target, Hershey And Microsoft"
2019-02-21,Microsoft (MSFT) Extends AccountGuard Access Across Europe
2019-02-21,Stocks Pare Losses On China Trade News; Microsoft Leads Dow Jones
2019-02-22,Exxon taps Microsoft for cloud services
2019-02-25,"The Zacks Analyst Blog Highlights: Walmart, Pfizer, Eli Lilly, Merck and Microsoft"
2019-02-26,"Stocks Edge Higher As Microsoft, Cisco Prop Up Dow Jones; Etsy Soars"
2019-02-26,"Microsoft, VMware working on cloud partnership - report"
2019-02-28,Microsoft Vs. IBM: One Clear Winner
2019-03-04,"After 257% Gain, This Amazon, Microsoft Partner Breaks Out Again"
2019-03-06,Dow Jones Futures: 3 Pockets Of Strength In Current Stock Market; Microsoft Nears Buy Point
2019-03-08,"Microsoft to Buy Wind Energy, Focus on Renewables Continue"
2019-03-11,Report: WPP adding Microsoft UK exec Rose to board
2019-03-15,Microsoft Portfolio: Halftime Report
2019-03-15,"Intel, Microsoft Lead Dow Jones; Broadcom, Ulta Beauty Soar On Earnings"
2019-03-18,"Microsoft, Facebook Team Up for Embedded Optics Technology"
2019-03-19,"The Zacks Analyst Blog Highlights: Microsoft, Facebook, Synopsys and Symantec"
2019-03-19,"Nvidia Stock Surges On Data Center Wins From Amazon, Google, Microsoft"
2019-03-24,"Amazon, Microsoft, Broadcom Are Still In Buy Zones"
2019-03-28,"Zacks Market Edge Highlights: Microsoft, Amazon, Micron, Union Pacific and Fastenal"
2019-03-29,"Microsoft, Adobe and SAP Bolsters New Capabilities in ODI"
2019-04-04,Akamai Inks Deal With Microsoft for an Undisclosed Amount
2019-04-08,"Microsoft, OpenClassrooms Team Up to Address AI Skills Crisis"
2019-04-09,"Beech Hill Advisors, Inc. Buys Microsoft Corp, CVS Health Corp, International Flavors & ..."
2019-04-12,"Cobiz Investment Management, Llc Buys Cigna Corp, Microsoft Corp, Verizon Communications Inc, ..."
2019-04-12,"DeDora Capital, Inc. Buys Alphabet Inc, Linde PLC, Microsoft Corp, Sells Thermo Fisher ..."
2019-04-12,"Selz Capital LLC Buys Microsoft Corp, The Walt Disney Co, iShares Russell —………, Sells ..."
2019-04-15,Mimecast Stock Gets A Boost From Microsoft Office 365 Users
2019-04-15,"Arbor Investment Advisors, LLC Buys 'M Co, Microsoft Corp, Boeing Co, Sells iShares Core U.S. ..."
2019-04-18,Microsoft (MSFT) Q3 Earnings to Gain From Azure & Office 365
2019-04-18,"Cobiz Investment Management, Llc Buys Cigna Corp, Microsoft Corp, Verizon Communications Inc, ..."
2019-04-19,"Brickley Wealth Management Buys iShares Core MSCI EAFE, Microsoft Corp, ishares Gold Trust, ..."
2019-04-22,"Hershey Trust Co Buys Momo Inc, Square Inc, NIO Inc, Sells Tesaro Inc, Microsoft Corp, Dropbox Inc"
2019-04-23,"TD, Microsoft in digital pact"
2019-04-24,"Microsoft, Tesla In Full Earnings Slate (Wall Street Breakfast Podcast)"
2019-04-24,"Wall Street Breakfast: Microsoft, Tesla Among Full Earnings Slate"
2019-04-25,"MSFT, FB Shine: 5 Other Tech Stocks to Buy Before Earnings"
2019-04-25,"Stocks Move In Step With Q1 Results; 3M Falls, Microsoft Rises"
2019-04-26,"Assenagon Asset Management S.A. Buys Microsoft Corp, NVIDIA Corp, Berkshire Hathaway Inc, Sells ..."
2019-04-26,"Dow 30 Stock Roundup: BA, INTC, MSFT, KO, V, PG Earnings Impress, 3M Disappoints"
2019-04-26,Facebook and Microsoft Keep NASDAQ in the Green
2019-04-28,"Podcast: Samsung Galaxy Fold, Microsoft, Amazon, Intel Earnings, IBM IoT Exchange"
2019-04-29,"CNB Bank Buys FlexShares Quality Dividend Index Fund, Microsoft Corp, Amazon. ..."
2019-05-02,"Andesa Financial Management Inc. Buys Microsoft Corp, Apple Inc, Cisco Systems Inc, Sells SPDR ..."
2019-05-02,"Elefante Mark B Buys SPDR S&P 5……, Microsoft Corp, Stryker Corp, Sells Mastercard Inc, ..."
2019-05-02,"United Asset Strategies, Inc. Buys Prologis Inc, Microsoft Corp, Molson Coors Brewing Co, Sells ..."
2019-05-02,"Microsoft, Salesforce, Amazon Boosting Demand For Cloud Security Stock With 280% Growth"
2019-05-03,"JPMorgan, Microsoft work to speed enterprise blockchain adoption"
2019-05-10,"Sturgeon Ventures LLP Buys Mastercard Inc, Microsoft Corp, Medidata Solutions Inc, Sells ..."
2019-05-10,"Lee Capital Asset Management LLC Buys Adobe Inc, Microsoft Corp, Facebook Inc, Sells CBRE Group ..."
2019-05-10,"GAM Holding AG Buys Visa Inc, Vanguard Short-Term Corporate Bond ETF, Microsoft Corp, Sells ..."
2019-05-13,Resolved: Swan:Intel = Nadella: Microsoft
2019-05-13,"Microsoft, Starbucks And The Ethereum Blockchain"
2019-05-14,"Hotchkis & Wiley Capital Management LLC Buys Microsoft Corp, Medtronic PLC, Unilever PLC, ..."
2019-05-14,"HHM Wealth Advisors, LLC Buys INVESCO BULLETSHARES —…—— CORPORATE BOND ETF, Microsoft ..."
2019-05-14,"Anadarko, JC Penney, ServiceNow, Microsoft and Veeva highlighted as Zacks Bull and Bear of the Day"
2019-05-16,"Altimeter Capital Management, LLC Buys Nutanix Inc, Microsoft Corp, Spirit Airlines Inc, Sells ..."
2019-05-19,"Dow Jones Futures: Stock Market Rally Awaits China Trade News; Adobe, Beyond Meat, Microsoft In Buy Range"
2019-05-21,"Crocs, Stamps.com, Microsoft, Intuit and Oracle highlighted as Zacks Bull and Bear of the Day"
2019-05-22,"The Zacks Analyst Blog Highlights: Amazon.com, Microsoft, Facebook, Middlesex Water and M/I Homes"
2019-05-22,"Chris Davis Trims General Electric, Microsoft Positions"
2019-05-24,"Futures Off Highs, Dow Jones Holds Support; Microsoft Ghosts Huawei"
2019-05-24,"Hall Kathryn A. Buys Microsoft Corp, Acacia Communications Inc, NeoPhotonics Corp"
2019-05-28,Microsoft Azure NetApp Files now available
2019-05-28,"Illumina, Wix.com, Microsoft, Facebook and Oracle highlighted as Zacks Bull and Bear of the Day"
2019-05-29,"The Zacks Analyst Blog Highlights: Alibaba, JD.com, Amazon, Microsoft and Alphabet"
2019-05-31,"Dow 30 Stock Roundup: BA's Dreamliner Order, MSFT LinkedIn's Drawbridge Buyout Plan"
2019-05-31,Microsoft Fortfies Position in Gaming With Xbox Game Pass
2019-06-02,"Microsoft, Starbucks Lead 5 Bullish Stocks Testing Key Support Amid Stock Market Correction"
2019-06-05,"Stocks Today: Microsoft, Cisco Systems, Apple Lead Dow Jones Higher"
2019-06-05,"Nasdaq, Microsoft bring U.S. equity market data to the masses"
2019-06-06,"Zacks Market Edge Highlights: Pfizer, Vanguard S&P 500 ETF, Global X Social Media ETF, Kraneshares China Internet ETF and Microsoft"
2019-06-06,Microsoft (MSFT) Ups Ante in Cloud With Oracle Partnership
2019-06-07,"Infosys, Microsoft Coordinate on Smart Buildings Solutions"
2019-06-10,"The Zacks Analyst Blog Highlights: Infosys, Microsoft, Silicon Motion and Cirrus Logic"
2019-06-11,"Baines Creek Capital, LLC Buys Comcast Corp, Sells Microsoft Corp, Apple Inc, Alphabet Inc"
2019-06-11,"Salesforce.com Bought Tableau, But You Should Buy Microsoft"
2019-06-12,"Top Research Reports for Microsoft, Facebook & Bank of America"
2019-06-13,"Zacks.com featured highlights include: Lithia Motors, OUTFRONT, Lockheed, Maximus and Microsoft"
2019-06-14,Computer Programs and Systems to Offer Microsoft HealthVault
2019-06-17,"Altair Engineering, Netgear, Fitbit, Microsoft and DexCom highlighted as Zacks Bull and Bear of the Day"
2019-06-18,Microsoft: Final Performance
2019-06-18,Symantec (SYMC) Launches Norton 360 Deluxe in Microsoft Store
2019-06-19,Growth Stocks At New Highs: Microsoft Up; Will 2 Big Cap Stocks Beat The Dow Jones?
2019-06-20,"Zacks Market Edge Highlights: Microsoft, Sony, Alphabet, GameStop and Funko"
2019-06-21,"General Mills, Douglas Dynamics, CDW, Applied Materials and Microsoft highlighted as Zacks Bull and Bear of the Day"
2019-06-25,"Zacks.com featured highlights include: LPL, Intuit, Cadence and Microsoft"
2019-06-26,Microsoft OneDrive Personal Vault Feature to Boost Adoption
2019-06-27,"Zacks Market Edge Highlights: Facebook, Gilead, Disney, Grubhub and Microsoft"
2019-07-01,"Dow Jones Futures: Microsoft, Adobe, ServiceNow Lead 5 Software Stocks In Buy Zones"
2019-07-01,"The Zacks Analyst Blog Highlights: Microsoft, Amazon, Walmart, FedEx and Netflix"
2019-07-03,"Dow Jones Stocks Apple, Microsoft Boost These 3 Top Tech Plays"
2019-07-10,"Microsoft, ServiceNow Partner to Boost Digital Transformation"
2019-07-10,"Microsoft Partners Providence, Boosts Healthcare Presence"
2019-07-11,Microsoft drove Q2 PC unit growth - Gartner
2019-07-11,"Microsoft, Watch Communications to Offer Broadband Solutions"
2019-07-12,"Dow 30 Stock Roundup: Cisco to Buy Acacia, Microsoft & ServiceNow Partnernership"
2019-07-12,"Top Analyst Reports for Microsoft, UnitedHealth & Costco"
2019-07-12,"Colorado Capital Management, Inc. Buys Thermo Fisher Scientific Inc, Microsoft Corp, Sells ..."
2019-07-15,"The Zacks Analyst Blog Highlights: Microsoft, UnitedHealth, Costco, Uber and Microchip Technology"
2019-07-15,"Microsoft Q4 Earnings: Office, Azure & Gaming in Spotlight"
2019-07-16,"Schneider Downs Wealth Management Advisors, LP Buys Microsoft Corp, Allegheny Technologies Inc, ..."
2019-07-16,"Parnassus Fund Buys Microsoft Corp, CME Group Inc, Nike Inc, Sells 'M Co, Zayo Group Holdings ..."
2019-07-16,"United Airlines, Peabody Energy, IBM, Microsoft and Netflix highlighted as Zacks Bull and Bear of the Day"
2019-07-18,"Dow Jones Futures: After Fed-Led Stock Market Rally, Microsoft, Boeing, CrowdStrike Lead Big Movers"
2019-07-18,Microsoft & Other Tech Bigwigs to Buy Ahead of Earnings
2019-07-19,"Stock Market Posts Early Gains As Microsoft, Amazon Provide Lift"
2019-07-19,"Bristlecone Advisors, LLC Buys Alphabet Inc, Illumina Inc, Visa Inc, Sells Microsoft Corp, ..."
2019-07-19,"Amazon, Abercrombie & Fitch and Microsoft highlighted as Zacks Bull and Bear of the Day"
2019-07-19,"Boeing, Microsoft Lead Dow; CrowdStrike, Skechers Break Out On Earnings"
2019-07-19,"Stock Futures Angle Up; Microsoft, Boeing Hoist Dow Jones; CrowdStrike, Skechers Eye Breakouts"
2019-07-19,"Dow 30 Stock Roundup: MSFT, JPM, IBM, JNJ, GS Earnings Impress"
2019-07-19,Microsoft's Stellar Results to Drive These ETFs Higher
2019-07-19,Microsoft's Q2 Beat to Drive These ETFs Higher
2019-07-21,"Microsoft Had A 'Key Reversal' After Smashing Earnings, Take Profits, Trim Positions"
2019-07-22,"Enphase, AAR, Science Application, Cisco and Microsoft highlighted as Zacks Bull and Bear of the Day"
2019-07-22,"The Zacks Analyst Blog Highlights: Microsoft, JPMorgan, Merck, Johnson & Johnson and IBM"
2019-07-22,"Technology Stocks Shoulder Market's Gains: Trending Stocks MSFT, INTC, AVGO, MU"
2019-07-23,"Arcadia Investment Management Corp Buys Fastenal Co, Microsoft Corp, Ingersoll-Rand PLC, Sells ..."
2019-07-24,"Microsoft Beats, Electronic Arts Retreats, And Tesla Nears Peak"
2019-07-24,"The Zacks Analyst Blog Highlights: Microsoft, JPMorgan, Wells Fargo, American Express and Exxon Mobil"
2019-07-25,"United Capital Management of KS, Inc. Buys VanEck Vectors Gold Miners, Microsoft Corp, Lennar ..."
2019-07-25,"Skechers, Sunrun, Alphabet, Microsoft and IBM highlighted as Zacks Bull and Bear of the Day"
2019-07-25,"Nelson Roberts Investment Advisors, LLC Buys Pfizer Inc, Microsoft Corp, Vanguard Utilities, ..."
